Card UID,Time,Is Authorized
 0x23 0xDB 0x20 0x11,13:19,False
 0x23 0xDB 0x20 0x11,13:20,False
 0x23 0xDB 0x20 0x11,13:20,False
 0x23 0xDB 0x20 0x11,13:20,False
 0x23 0xDB 0x20 0x11,13:20,False
 0x23 0xDB 0x20 0x11,13:20,False
 0x23 0xDB 0x20 0x11,13:20,False
 0x23 0xDB 0x20 0x11,13:21,False
 0x23 0xDB 0x20 0x11,13:21,False
 0x23 0xDB 0x20 0x11,13:21,False
 0x23 0xDB 0x20 0x11,13:21,False
 0x23 0xDB 0x20 0x11,13:21,False
 0x23 0xDB 0x20 0x11,14:46,False
 0x23 0xDB 0x20 0x11,14:46,False
 0x23 0xDB 0x20 0x11,14:46,False
 0x23 0xDB 0x20 0x11,14:46,False
 0x23 0xDB 0x20 0x11,14:46,False
 0x23 0xDB 0x20 0x11,14:46,False
 0x23 0xDB 0x20 0x11,14:46,False
 0x23 0xDB 0x20 0x11,14:46,False
 0x23 0xDB 0x20 0x11,14:46,False
 0x23 0xDB 0x20 0x11,14:47,False
 0x23 0xDB 0x20 0x11,14:47,False
 0x23 0xDB 0x20 0x11,14:47,False
 0x23 0xDB 0x20 0x11,14:47,False
 0x23 0xDB 0x20 0x11,14:47,False
 0x23 0xDB 0x20 0x11,14:47,False
 0x23 0xDB 0x20 0x11,14:47,False
 0x23 0xDB 0x20 0x11,14:48,False
 0x23 0xDB 0x20 0x11,14:48,False
 0x23 0xDB 0x20 0x11,14:48,False
